indiv,freq_x,plate,cage,treatment,sex
2428__Chrom_11_7_A6,0.212984023,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_A7,0.214273397,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_A8,0.132258622,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_A9,0.119520093,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_B1,0.215542888,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_B10,0.207377151,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_B11,0.212436633,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_B12,0.139943856,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_B2,0.214333702,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_B3,0.126530024,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_B4,0.120445677,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_B5,0.122119414,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_B6,0.114424599,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_B7,0.115830806,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_B8,0.113547455,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_B9,0.206291848,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_C1,0.212867844,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_C10,0.117257177,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_C11,0.113723717,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_C12,0.113461306,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_C2,0.153263671,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_C3,0.134692801,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_C4,0.119265552,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_C5,0.118145182,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_C6,0.112446737,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_C7,0.208607517,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_C8,0.129899871,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_C9,0.120266861,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_D1,0.147469286,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_D10,0.201505245,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_D11,0.125306626,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_D12,0.11945592,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_D2,0.115898688,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_D3,0.111859199,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_D4,0.120602355,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_D5,0.11015975,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_D6,0.125984923,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_D7,0.113541838,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_D8,0.113572396,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_D9,0.114167312,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_E1,0.114957438,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_E10,0.119896931,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_E11,0.11206962,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_E12,0.111953526,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_E2,0.114321934,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_E3,0.211652717,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_E4,0.117966664,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_E5,0.198343215,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_E6,0.214904986,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_E7,0.131900834,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_E8,0.118346648,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_E9,0.11778857,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_F1,0.123531491,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_F10,0.126180933,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_F11,0.20750626,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_F12,0.211857188,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_F2,0.114676221,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_F3,0.113244361,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_F4,0.1142252,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_F5,0.116897493,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_F6,0.211738464,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_F7,0.119731639,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_F8,0.114601639,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_F9,0.209339751,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_G1,0.117610268,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_G10,0.128470651,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_G11,0.211173195,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_G12,0.126639385,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_G2,0.113429737,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_G3,0.111753097,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_G4,0.112663892,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_G5,0.113765875,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_G6,0.11916829,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_G7,0.114186933,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_G8,0.111935823,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_G9,0.21040146,Chrom_11_7,Cage 3,Control,female
2428__Chrom_11_7_H1,0.112509364,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_H10,0.114319802,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_H11,0.11399392,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_H12,0.112832638,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_H2,0.118387442,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_H3,0.118829243,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_H4,0.112294277,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_H5,0.114266551,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_H6,0.114599077,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_H7,0.115514944,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_H8,0.111192495,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_7_H9,0.11272896,Chrom_11_7,Cage 3,Control,male
2428__Chrom_11_8_A1,0.112567484,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_A10,0.140272849,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_A11,0.122516663,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_A12,0.12365234,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_A2,0.212161996,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_A3,0.15027137,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_A4,0.151498526,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_A5,0.122381485,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_A6,0.121822477,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_A7,0.209988732,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_A8,0.139472775,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_A9,0.210257944,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_B1,0.113759233,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_B10,0.116954031,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_B11,0.113774899,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_B12,0.116821772,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_B2,0.215357151,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_B3,0.221785613,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_B4,0.152422732,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_B5,0.120912215,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_B6,0.120531715,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_B7,0.114573452,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_B8,0.120604547,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_B9,0.115435964,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_C1,0.113147815,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_C10,0.11774631,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_C11,0.121665659,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_C12,0.115833604,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_C2,0.115495504,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_C3,0.114523582,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_C4,0.114279918,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_C5,0.114183929,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_C6,0.117060433,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_C7,0.213088137,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_C8,0.130044059,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_C9,0.117410185,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_D1,0.113434879,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_D10,0.145170742,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_D11,0.212049856,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_D12,0.14440035,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_D2,0.118278461,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_D3,0.113560406,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_D4,0.114866659,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_D5,0.114434037,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_D6,0.114579721,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_D7,0.115065181,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_D8,0.115608393,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_D9,0.153522036,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_E1,0.112122273,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_E10,0.116989747,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_E11,0.117458779,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_E12,0.118105538,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_E2,0.213411651,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_E3,0.136689721,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_E4,0.118905377,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_E5,0.207096996,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_E6,0.128686098,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_E7,0.211467145,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_E8,0.134586725,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_E9,0.122297636,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_F1,0.11339305,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_F10,0.207211723,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_F11,0.126640605,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_F12,0.128116362,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_F2,0.113596739,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_F3,0.124935109,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_F4,0.117598515,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_F5,0.117408647,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_F6,0.11744744,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_F7,0.118839361,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_F8,0.153741103,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_F9,0.14125915,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_G1,0.220679178,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_G10,0.207405403,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_G11,0.145700994,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_G12,0.200009343,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_G2,0.129936095,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_G3,0.120351756,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_G4,0.11496468,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_G5,0.115153497,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_G6,0.12111488,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_G7,0.113675877,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_G8,0.117011215,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_G9,0.113930002,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_H1,0.114437218,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_H10,0.210514248,Chrom_11_8,Cage 3,Control,female
2428__Chrom_11_8_H11,0.132356902,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_H12,0.123050069,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_H2,0.122027632,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_H3,0.114827373,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_H4,0.118161051,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_H5,0.119158291,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_H6,0.115739092,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_H7,0.117135219,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_H8,0.117906487,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_8_H9,0.116728721,Chrom_11_8,Cage 3,Control,male
2428__Chrom_11_9_A1,0.219547781,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_A10,0.115050426,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_A11,0.114872197,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_A12,0.119419362,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_A2,0.216295051,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_A3,0.129788166,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_A4,0.120459398,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_A5,0.11913017,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_A6,0.117078733,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_A7,0.120868744,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_A8,0.116261622,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_A9,0.118012544,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_B1,0.222367519,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_B10,0.134943302,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_B11,0.133266514,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_B12,0.121539321,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_B2,0.128773352,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_B3,0.221947506,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_B4,0.137685506,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_B5,0.122969656,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_B6,0.220036143,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_B7,0.141828527,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_B8,0.129157887,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_B9,0.216911454,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_C1,0.114657683,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_C10,0.117191829,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_C11,0.197786221,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_C12,0.138933503,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_C2,0.114303652,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_C3,0.215765469,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_C4,0.218133223,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_C5,0.217773366,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_C6,0.138963596,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_C7,0.128111386,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_C8,0.129494701,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_C9,0.124078532,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_D1,0.113442435,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_D10,0.122835988,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_D11,0.119118878,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_D12,0.119000732,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_D2,0.117092885,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_D3,0.112699358,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_D4,0.219201388,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_D5,0.217791192,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_D6,0.136594842,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_D7,0.124818698,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_D8,0.117649126,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_D9,0.118743283,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_E1,0.217952342,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_E10,0.116668055,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_E11,0.115787493,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_E12,0.115551694,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_E2,0.136158234,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_E3,0.121509191,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_E4,0.121990295,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_E5,0.120004198,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_E6,0.115933358,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_E7,0.1311273,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_E8,0.118916144,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_E9,0.117638478,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_F1,0.202213211,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_F10,0.136230222,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_F11,0.121384264,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_F12,0.12273895,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_F2,0.122839619,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_F3,0.119249425,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_F4,0.210288968,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_F5,0.131153874,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_F6,0.118231886,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_F7,0.117273416,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_F8,0.141282357,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_F9,0.211690363,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_G1,0.122234011,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_G10,0.119915077,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_G11,0.224831435,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_G12,0.133659049,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_G2,0.118472554,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_G3,0.119676209,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_G4,0.114654348,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_G5,0.126363934,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_G6,0.118714623,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_G7,0.116463117,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_G8,0.113071266,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_G9,0.112296586,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_H1,0.114410211,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_H10,0.118959211,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_H11,0.212271791,Chrom_11_9,Cage 3,Control,female
2428__Chrom_11_9_H12,0.130685129,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_H2,0.114217937,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_H3,0.144878132,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_H4,0.116716117,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_H5,0.116901066,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_H6,0.114299589,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_H7,0.113682412,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_H8,0.112409533,Chrom_11_9,Cage 3,Control,male
2428__Chrom_11_9_H9,0.112517821,Chrom_11_9,Cage 3,Control,male
2428__Chrom_21_1_A1,0.223783078,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_A10,0.160650117,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_A11,0.220567968,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_A12,0.20978349,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_A2,0.220964593,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_A3,0.226468508,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_A4,0.224159895,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_A5,0.22656702,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_A6,0.141247733,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_A7,0.215196449,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_A8,0.176222399,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_A9,0.222927819,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_B1,0.223503666,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_B10,0.145880283,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_B11,0.21857046,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_B12,0.220085256,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_B2,0.186996728,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_B3,0.138896817,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_B4,0.216241081,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_B5,0.222778997,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_B6,0.143914508,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_B7,0.219051706,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_B8,0.170475491,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_B9,0.22388652,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_C1,0.118417739,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_C10,0.14049075,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_C11,0.21634123,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_C12,0.221417408,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_C2,0.212353704,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_C3,0.221619525,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_C4,0.223126642,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_C5,0.226235141,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_C6,0.224035533,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_C7,0.13443831,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_C8,0.178610429,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_C9,0.20439152,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_D1,0.221023438,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_D10,0.223456426,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_D11,0.143172656,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_D12,0.216503079,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_D2,0.225372276,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_D3,0.141594147,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_D4,0.135294466,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_D5,0.2234184,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_D6,0.224288462,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_D7,0.22196571,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_D8,0.187507079,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_D9,0.216879995,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_E1,0.11827647,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_E10,0.121311441,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_E11,0.206400526,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_E12,0.133485995,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_E2,0.210141991,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_E3,0.221100069,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_E4,0.133097844,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_E5,0.130522825,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_E6,0.123217696,Chrom_21_1,Cage 1,3mM,male
2428__Chrom_21_1_E7,0.217170302,Chrom_21_1,Cage 1,3mM,female
2428__Chrom_21_1_E8,0.176679833,Chrom_21_1,Cage 1,3mM,female
